Year,Month,Locality,Households Served,Individuals Served,Pounds of Food Distributed,Children Served via non-federal child nutrition programs,Pounds of food distributed via non-federal child nutrition progr
2019,May,Westmoreland County,376,915,13437,,
2019,December,Floyd County,411,1035,12281.55,,0
2020,May,Culpeper County,1008,1952,51815.37,,0
2021,March,Montgomery County,921,6424,38063.8,479,7588
2021,August,Roanoke City,3658,21712,368095.35,,10413
2021,May,Sussex County,148,367,893,,
2020,October,Frederick County,4390,6076,58441.8,,0
2020,October,Pulaski County,1415,6456,41703.93,200,0
2019,September,Williamsburg City,182,416,37404,0,
2021,May,Powhatan County,102,206,146452,,
2020,January,Franklin County,835,2635,48046.85,,0
2019,March,Colonial Heights City,0,2046,0,,
2020,February,Orange County,352,850,9886.69,,0
2019,February,Dickenson County,988,2077,53116.2,,0
2020,August,Highland County,231,472,10251.53,,0
2020,March,Fauquier County,776,1768,42926.36,,0
2019,April,Rappahannock County,271,654,17087.11,,0
2019,January,Botetourt County,168,608,14612.25,,0
2020,March,Bland County,406,1276,18027.88,,0
2020,December,Emporia City,41,74,23282,,
2021,June,Harrisonburg City,1893,6500,162582.42,289,11177
2020,September,King and Queen County,0,0,0,,
2019,October,Shenandoah County,934,2566,88162.43,,0
2019,July,Bedford County,1123,3526,77374.65,,0
2020,September,Alexandria City,,,164263.4169,,
2019,August,Roanoke County,286,951,13666.9,102,3621
2019,September,Prince William County,28,102,643,,0
2021,August,Montgomery County,723,1708,28976.93,,4246
2019,December,King and Queen County,93,249,306321,,
2019,December,Bath County,249,444,13237.27,,0
2019,September,Bath County,238,446,16018.03,,0
2021,August,Martinsville City,207,1125,15836.3,,1650
2019,May,Botetourt County,163,519,20409.5,,0
2020,January,Bristol City,473,2679,14959,110,0
2020,June,Emporia City,153,225,18929,,
2019,December,Richmond City,6476,13177,23671,,
2021,June,Loudoun County,3607,21513,192967.27,2536,24402
2020,January,Mecklenburg County,1409,2442,12213,,
2021,June,Henry County,2876,7283,86373.61,72,1510
2019,March,Wise County,1068,3305,41908,,0
2019,July,Hanover County,513,2537,734,,
2021,May,Halifax County,492,1105,23347,,
2019,January,Lexington City,583,1329,46193.57,,0
2019,September,Charlotte County,651,1364,0,,
2020,September,Pulaski County,1178,5870,18705.98,278,0
2020,September,Patrick County,835,2768,8873.2,,0
2019,May,Roanoke City,5452,25594,155500.18,1255,3253
2021,May,Northumberland County,204,437,113829,,
2020,January,Botetourt County,171,558,29999.05,,0
2019,October,Frederick County,2868,5149,56660.42,,0
2021,February,Floyd County,297,712,11619.58,,0
2019,April,Spotsylvania County,2272,7511,153568,2699,4083
2021,January,Salem City,555,1384,17718.85,,0
2021,May,Amherst County,1002,2284,94560.22,1437,1926
2020,April,Alleghany County,235,617,27847.63,,0
2020,March,Martinsville City,331,1528,11099.51,1020,0
2019,January,Fredericksburg City,828,1850,52087,567,1841
2021,January,Lunenburg County,737,3029,139993,,
2020,April,Stafford County,1303,3843,50036.3,853,306
2020,March,Lynchburg City,8922,13646,203935.69,286,33134
2021,April,Pittsylvania County,,,0,0,0
2021,April,Middlesex County,516,791,9511,,
2019,November,Amherst County,1510,4043,112351.03,2251,6354
2021,April,King William County,417,4631,11497,,
2019,August,Prince William County,27,96,371,,0
2020,January,Franklin City,836,2273,27427,80,1106
2020,November,Dickenson County,970,1927,38701.49,,0
2021,April,Lunenburg County,636,1409,172805,,
2020,July,Lexington City,4871,5922,50544.66,,0
2020,May,Campbell County,841,2320,101743.47,,762
2019,February,Augusta County,2371,6500,247776.77,107,1918
2020,February,Charles City County,358,903,13164,,
2021,April,Cumberland County,647,935,61330,,
2019,April,Mecklenburg County,721,24610,3889,,
2019,May,Surry County,64,135,56983,0,
2020,April,Warren County,341,813,36998.58,0,1002
2019,May,Amelia County,148,379,11572,,
2020,December,Martinsville City,226,1887,44266.25,109,1027
2019,November,Patrick County,1105,3152,16226.15,,0
2019,May,Galax City,767,1691,16223.29,141,0
2019,January,Richmond City,0,101342,0,,
2019,March,Fluvanna County,343,650,29181.5,101,1530
2020,January,Emporia City,105,141,15271,,
2019,January,Russell County,882,2059,24434.43,,0
2020,February,Lynchburg City,5189,12652,154085.45,3375,43463
2020,August,New Kent County,408,1119,0,,
2019,November,Covington City,453,1636,32092.17,,0
2021,March,Middlesex County,479,759,8334,,
2020,February,Rappahannock County,269,447,16042.27,,0
2019,January,Waynesboro City,651,1322,19598.86,140,7770
2019,July,Louisa County,26,81,,,
2020,August,Montgomery County,1226,7385,48161.35,392,7914
2019,October,Alleghany County,421,1054,28214.25,,0
2020,February,New Kent County,501,1330,0,,
2019,June,Lynchburg City,6281,12239,141193.41,4853,15063
2020,July,Nelson County,570,1056,36413.17,,0
2019,September,Culpeper County,593,1619,31640.15,,0
2020,June,Dinwiddie County,343,824,8018,,
2019,December,Mathews County,,,33171,0,0
2019,April,Salem City,823,2183,23440.29,,0
2019,October,Powhatan County,163,391,121393,,
2020,April,Scott County,331,796,21003.13,13,0
2021,February,Loudoun County,3068,16882,132162.92,780,8310
2020,February,Nottoway County,289,906,19308,,
2019,October,STAUNTON CITY,469,5391,25310.68,,1727
2020,January,King and Queen County,106,272,238435,,
2019,July,Shenandoah County,1545,4049,81280.92,,0
2020,September,Craig County,65,78,2262,15,0
2021,June,Prince Edward County,1291,2194,49758,,
2019,February,Sussex County,123,353,6364,,
2019,August,Henrico County,2064,8408,32695,,
2019,May,Russell County,980,2198,47400.6,,0
2020,February,Powhatan County,167,420,121850,,
2019,September,Lunenburg County,638,2410,84610,,
2020,February,Lexington City,664,1530,44482.97,,0
2020,October,Dinwiddie County,402,995,230,,
2019,August,Suffolk City,2027,4914,74929,0,0
2020,September,Alleghany County,215,683,24371.08,,0
2020,November,Amelia County,186,497,11243,,
2020,September,Bland County,268,652,19088,,0
2020,April,Wythe County,790,2070,20990.24,,0
2019,September,Nelson County,605,1108,35050.73,,0
2021,January,Arlington County,,,75574.86117,,14139
2020,June,Petersburg City,932,2156,11751,,
2019,October,Sussex County,268,478,11001,130,1824
2020,March,Nelson County,578,1204,48208.45,,0
2019,August,Portsmouth City,2417,8057,130772,0,0
2020,May,Smyth County,1390,4139,100075.6,364,8304
2021,June,Grayson County,893,2398,33059.41,35,0
2020,May,Accomack County,1344,4201,91664,150,0
2019,July,Poquoson City,65,307,8645,,
2020,November,Pittsylvania County,,,0,0,0
2021,August,Smyth County,441,1224,146687.58,,0
2019,January,Bedford County,1189,3807,82285.93,111,644
2020,December,Highland County,238,481,10699.75,,0
2019,December,Essex County,254,570,24358,,
2019,June,Louisa County,1364,2822,16926,,
2020,January,Sussex County,154,413,8315,,
2019,August,Augusta County,3111,8176,291585.07,36,0
2019,February,Lexington City,462,1224,43619.34,,0
2019,December,Buchanan County,1088,2738,81073.6,382,4484
2019,September,Orange County,276,648,34559.91,,0
2021,September,Bristol City,,,609,,1705
2020,September,Scott County,504,1059,22062.25,10,618
2019,September,Amelia County,141,387,9247,,
2020,June,Colonial Heights City,55,118,43018,,
2021,February,Charlottesville City,719,8400,45897.55,0,0
2020,June,Culpeper County,1014,2667,84936.59,,0
2021,April,Greensville County,41,186,202704,,
2020,March,Radford City,778,1581,19504.47,158,0
2020,December,Culpeper County,908,2287,58920.05,,0
2021,August,Galax City,284,641,8368.88,,1200
2021,September,Covington City,,,16494.13,,0
2020,March,Poquoson City,86,286,8894,0,
2019,October,Richmond City,8686,17852,17704,,
2020,June,Virginia Beach City,5270,16597,220581,397,2584
2020,October,Tazewell County,1855,8333,77884,,0
2020,March,Waynesboro City,224,596,16942.03,624,4196
2019,July,Appomattox County,2,2,,,
2020,March,Wythe County,1022,2625,14074.3,,0
2020,May,Prince George County,56,140,5277,,
2020,September,Washington County,2743,5082,86213.69,,647
2020,December,Wise County,974,2750,51323.98,,0
2021,June,Albemarle County,1894,5004,177671.87,55,0
2020,October,Henry County,3582,8587,141224.64,677,335
2020,December,Frederick County,1528,6023,64242.38,,0
2020,May,Winchester City,2,6,,,
2020,January,Culpeper County,640,1610,47837.8,,0
2019,October,Washington County,1688,5339,139699.68,220,3594
2020,September,Westmoreland County,291,749,5712,,
2019,February,Colonial Heights City,5,10,51096,,
2019,November,Wise County,1202,4105,44056.85,,0
2020,February,Southampton County,542,1183,27193,145,2056
2020,June,Dickenson County,846,1782,22854.35,,0
2019,July,James City County,142,367,102748,52,2670
2020,March,Louisa County,38,121,,,
2019,June,Rockbridge County,1296,1662,15498.7,,375
2019,November,Gloucester County,1036,3172,124865,60,1529
2021,April,Appomattox County,1239,1892,34577.44,,0
2019,November,Dickenson County,1234,2686,46427,,0
2019,January,Goochland County,5,5478,37654,,
2020,January,Waynesboro City,623,1303,17564.69,156,7881
2020,January,Albemarle County,2457,6541,189061.84,93,1977
2020,November,Craig County,162,336,4939.4,19,0
2020,April,Rockingham County,1871,3985,113316.75,75,2524
2020,March,Giles County,231,380,14493,,0
2021,June,Bath County,260,478,15159.58,,2674
2019,January,Floyd County,385,931,20382.5,,0
2020,October,Martinsville City,260,2571,15512.06,,1824
2021,June,Brunswick County,432,724,18734,,
2020,January,STAUNTON CITY,513,5760,24212.39,,896
2019,July,Charles City County,268,731,15808,,
2019,July,Loudoun County,2,4,,,
2021,February,Russell County,664,1718,41994.9,,0
2021,May,Bedford County,727,2214,86659.53,83,0
2019,December,Colonial Heights City,67,147,38182,,
2019,March,Prince Edward County,505,872,23364,,
2021,February,Lexington City,644,1487,44212.38,,0
2019,March,Accomack County,1596,4698,100043,349,4065
2019,February,Hopewell City,0,1062,0,,
2020,March,Isle of Wight County,1100,2433,23526,60,903
2020,January,Charlottesville City,2635,9977,42747.93,0,0
2020,July,Bland County,355,868,21204.2,,0
2020,April,Lee County,349,966,20204.43,,0
2019,August,Waynesboro City,387,833,18091.75,,4226
2020,January,Hanover County,145,345,,,
2019,May,Portsmouth City,3562,8806,111709,585,9473
2019,July,Essex County,303,737,29052,,
2019,January,Petersburg City,0,8386,0,,
2020,October,STAUNTON CITY,703,4397,27792.92,,270
2019,January,Alleghany County,281,840,23208.8,,0
2020,June,Floyd County,343,800,14653.95,,0
2021,February,Charles City County,171,475,41434,,
2020,February,Norfolk City,7091,27928,421031,1235,27951
2020,May,Colonial Heights City,0,1676,0,,
2019,June,Petersburg City,965,2278,11596,,
2019,July,Chesapeake City,3146,9630,257730,0,0
2019,November,Cumberland County,787,1249,53224,,
2019,July,Buckingham County,902,1710,39475.55,,0
2021,March,Prince George County,78,213,18490,,
2020,July,Amherst County,1227,2734,95792.85,0,0
2020,November,Shenandoah County,1121,2865,90484.65,,0
2021,September,Norton City,,,32652.08,,0
2021,January,Colonial Heights City,70,146,30526,,
2019,November,Hanover County,597,2507,531,,
2020,September,CLARKE COUNTY,126,242,5894.43,52,887
2019,December,Henry County,3543,4362,98321.6,215,769
2020,March,Lexington City,963,2311,59729.26,,0
2019,July,King and Queen County,0,1550,0,,
2019,March,Bland County,297,730,25697.25,,0
2021,July,Giles County,224,299,10339,,0
2019,August,Salem City,897,2415,22571.2,,0
2019,June,King and Queen,,,62861,,
2021,January,Dinwiddie County,351,833,624,,
2019,February,Rockbridge County,419,2143,20190.22,,0
2019,October,Loudoun County,1128,4549,174152.11,1140,27342
2020,September,Richmond County,27,35,494511,,
2019,December,Richmond City,0,16965,0,,
2019,May,Wise County,1214,3598,61622.5,,0
2020,May,Hanover County,129,350,,,
2020,February,Franklin City,1,1,,,
2021,August,Covington City,178,603,24392.75,,0
2019,September,Chesapeake City,3650,10121,216512,55,3812
2020,August,Scott County,430,889,30472.7,,0
2019,June,Botetourt County,171,464,8229.35,,0
2019,September,Rappahannock County,265,679,18014.06,,0
2019,April,Prince George County,377,1044,8940,,
2019,November,Carroll County,416,970,12879.05,,0
2021,March,Emporia City,0,0,0,,
2019,April,Louisa County,24,79,,,
2019,January,Westmoreland County,368,1289,11300,,
2021,April,BEDFORD COUNTY,421,794,44559.18,0,0
2020,May,Montgomery County,854,5750,32834.45,143,12540
2020,September,Greene County,689,2040,73689.43,,0
2019,February,Louisa County,18,52,,,
2019,March,King William County,172,2672,21568,,
2019,September,Radford City,853,2296,19108.65,293,0
2021,January,Powhatan County,109,579,84246,,
2021,April,Colonial Heights City,0,1310,0,,
2019,December,Grayson County,825,2255,22505.18,,0
2019,May,Williamsburg City,311,814,57818,35,6575
2021,April,Northumberland County,223,530,111038,,
2019,June,Shenandoah County,877,2383,98578.79,,0
2021,September,Patrick County,,,18534.7,,0
2021,June,Buckingham County,647,1017,37660.25,,0
2021,June,Chesterfield County,2511,12922,567781,,
2020,May,Essex County,37,86,,,
2020,October,Warren County,185,985,34440.64,0,322
2020,December,Washington County,1499,4968,84408.91,80,702
2019,January,Brunswick County,225,848,9714,,
2020,November,Bristol City,567,2548,27121,243,430
2021,March,Charlotte County,833,1440,17133,,
2019,May,Rockbridge County,2582,2922,13338.45,,0
2020,January,Galax City,142,387,4593.45,243,0
2020,June,Westmoreland County,244,608,5803,,
2020,February,Rockingham County,1387,3373,74363.91,,0
2021,March,Martinsville City,217,972,16907.7,212,0
2021,March,Hanover County,935,2453,0,,
2020,December,Alleghany County,223,624,26695.34,,0
2020,April,Colonial Heights City,0,1956,0,,
2020,April,New Kent County,402,1111,0,,
2019,November,Grayson County,796,2234,33338.9,,0
2019,September,Giles County,381,725,11465,73,0
2021,March,STAUNTON CITY,354,4015,43439.65,,0
2020,June,Cumberland County,785,1185,50331,,
2019,September,Tazewell County,2107,4850,87442.33,40,152
2020,May,Buckingham County,902,1735,41822.43,,0
2019,February,York County,303,910,61865,215,2332
2020,November,Charlotte County,855,1616,10752,,
2020,August,Pulaski County,1237,5545,30633.17,,1244
2019,September,Virginia Beach City,4776,19338,295832,0,2308
2019,August,Lancaster County,421,848,69161,,
2021,February,Galax City,677,1530,11803.6,72,0
2020,December,Dickenson County,563,1137,20890.29,,0
2019,June,Poquoson City,83,305,7753,,
2020,August,Charles City County,207,601,23779,,
2019,January,Culpeper County,16,47,,,
2021,April,Martinsville City,154,1111,23379.1,,0
2021,September,Grayson County,295,617,27111.8,,0
2020,February,Cumberland County,733,1059,43113,,
2019,February,Franklin County,858,2445,37711.05,,0
2019,December,York County,431,1375,61549,215,1551
2021,January,Colonial Heights City,0,1455,0,,
2020,November,Petersburg City,0,6615,0,,
2019,April,Prince Edward County,497,1029,37427,,
2021,April,Charles City County,126,367,49715,,
2021,June,Amelia County,181,440,10063,,
2020,March,Roanoke County,510,1460,25358.18,254,6180
2019,May,Buchanan County,1240,2838,80007.8,414,0
2020,December,Westmoreland County,408,1078,6525,,
2019,October,Surry County,130,224,28875,0,
2019,November,Halifax County,348,1157,23503,,
2020,September,Dinwiddie County,409,982,6977,,
2020,July,Henry County,3106,8391,113857.78,637,0
2019,June,Essex County,42,111,,,
2020,October,Nelson County,615,1214,41967,,0
2019,January,Montgomery County,830,2559,33624.7,939,9510
2020,March,Cumberland County,636,908,67879,,
2020,March,Pittsylvania County,,,0,76,2640
2019,February,Albemarle County,2206,6475,184176.57,116,1926
2020,March,Pulaski County,899,4685,30578.07,,4477
2019,December,Cumberland County,733,1097,49552,,
2019,December,King William County,125,3913,6020,,
2019,June,Warren County,938,2244,39248.13,0,0
2019,May,Nottoway County,135,3108,30817,,
2019,December,Campbell County,1130,2055,91554.68,,5206
2020,February,Prince Edward County,1832,3259,33928,,
2020,July,Essex County,279,553,31277,,
2019,August,King William County,133,2289,20461,,
2020,December,Richmond County,28,52,631148,,
2019,October,Culpeper County,25,57,,,
2019,January,Powhatan County,162,408,123385,,
2021,March,Bedford County,877,2711,72559.9,83,0
2019,April,Smyth County,1331,3994,135705.88,405,2238
2020,January,Poquoson City,96,324,13945,0,
2019,October,Bristol City,404,1017,9757,85,0
2021,March,Amherst County,1079,2529,95431.33,2076,1760
2019,July,Montgomery County,908,2663,36080.3,503,4198
2020,June,Louisa County,20,83,,,
2020,June,Franklin City,139,142,49272,0,0
2021,January,Rockingham County,1563,3402,75718.94,303,8837
2020,March,Suffolk City,1738,3118,35189,150,3114
2020,December,Campbell County,1322,2756,119282.37,86,0
2020,April,Emporia City,27,36,25781,,
2020,April,Grayson County,811,2247,38825.45,,0
2020,August,Buena Vista City,289,842,37136.89,,0
2020,June,Scott County,435,852,18394.65,,0
2019,July,Radford City,837,2129,24711.65,105,0
